Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume
2/11/2022,29.44,30.3435,28.1652,25.4207,1396763
2/10/2022,25.91,30.3925,27.8519,25.3949,1234465
2/9/2022,22.79,30.4755,32.398,25.9432,1030617
2/8/2022,24.13,30.7305,29.0985,25.3528,1081222
2/7/2022,25.95,31.024,29.3797,25.3605,734226
2/4/2022,26.13,31.2545,29.9135,25.3313,1493097
2/3/2022,28.88,31.512,29.642,25.3798,1409561
2/2/2022,24.11,31.655,34.1629,25.9344,1058847
2/1/2022,25.39,31.894,29.5599,25.4037,1119512
1/31/2022,26.27,32.0295,28.1212,25.3206,1454592
1/28/2022,31.58,32.167,28.0696,25.4162,3403057
1/27/2022,41.07,32.034,28.0724,25.418,1787014
1/26/2022,39.2,31.4145,28.0266,25.6003,1169948
1/25/2022,38.55,30.8985,27.3627,25.3044,888375
1/24/2022,35.59,30.378,24.67,25.3044,1513516
1/21/2022,35.31,29.9235,24.8517,25.3693,1945487
1/20/2022,33.11,29.5645,24.4266,25.4476,1323761
1/19/2022,32.07,29.3605,24.002,25.6649,1424496
1/18/2022,32.21,29.365,24.3388,25.4538,1173642
1/14/2022,29.18,29.4325,26.9141,25.4762,1333073
1/13/2022,30.42,29.714,27.1147,25.4001,1270080
1/12/2022,27.57,29.7415,27.5239,25.6281,1219108
1/11/2022,27.89,29.999,29.1128,25.4357,1244063
1/10/2022,30,30.1975,29.4349,25.4699,1575525
1/7/2022,30.56,30.191,29.2998,25.4757,1561189
1/6/2022,31.28,30.196,29.5848,25.5567,1650970
1/5/2022,31.74,30.0775,29.4496,25.766,1614657
1/4/2022,28.89,29.8635,29.9147,25.5843,1346734
1/3/2022,28.1,29.854,29.6346,25.7137,1652108
12/31/2021,29.02,30.03,31.9725,25.7321,1233885
12/30/2021,28.92,30.0405,33.1773,25.7535,1298384
12/29/2021,28.68,30.165,35.1037,26.0383,997723
12/28/2021,28.88,30.128,35.5969,25.993,1358121
12/27/2021,28.14,29.9795,35.8045,25.9486,1461260
12/23/2021,26.5,30.0875,35.922,25.9568,1705211
12/22/2021,28.13,30.101,35.8329,26.1087,1798954
12/21/2021,29.03,30.022,36.65,26.3775,1589174
12/20/2021,32.16,29.789,36.4281,26.1824,1481980
12/17/2021,33.56,29.346,36.949,26.1353,2573487
12/16/2021,34.81,28.8675,35.2092,25.8675,3123726
12/15/2021,30.97,28.203,34.3105,26.1832,2703234
12/14/2021,32.72,27.6835,34.0585,25.9752,2381618
12/13/2021,31.86,27.1035,32.4417,25.7885,3299322
12/10/2021,29.87,26.571,31.4585,25.7619,3228685
12/9/2021,30.66,26.1335,31.6905,25.8523,2837883
12/8/2021,28.91,25.701,31.0351,25.9684,3556690
12/7/2021,27.46,25.318,29.8061,25.6785,3054015
12/6/2021,28.7,24.9675,29.1184,25.5942,1878301
12/3/2021,31.62,24.5515,28.5492,25.5448,2609689
12/2/2021,29.23,23.974,26.021,25.293,3650970
12/1/2021,31.41,23.478,24.6736,25.4338,3925355
11/30/2021,27.94,22.88,21.8638,25.0812,3350932
11/29/2021,25.91,22.4495,21.2012,25.0272,1337162
11/26/2021,30.3,22.1665,20.0213,24.9421,1474719
11/24/2021,26.77,21.804,19.8499,24.9629,1370347
11/23/2021,26.55,21.6675,23.3995,25.3117,2246097
11/22/2021,24.37,21.4465,17.5115,24.9902,2816190
11/19/2021,23.3,21.348,16.9644,24.951,3403545
11/18/2021,23.99,21.3245,16.608,24.8199,3963491
11/17/2021,21.52,21.2265,18.4264,24.9949,2406781
11/16/2021,20.58,21.2635,16.3785,24.804,1043683
11/15/2021,21.12,21.3535,16.3153,24.8057,991901
11/12/2021,21.21,21.393,16.3785,24.7969,1590669
11/11/2021,21.12,21.4425,17.1912,24.9034,851320
11/10/2021,22.01,21.555,19.9241,25.1496,1013162
11/9/2021,21.25,21.739,16.8935,25.2088,870528
11/8/2021,20.45,22.0005,18.1848,25.2837,807735
11/5/2021,20.38,22.262,18.2748,25.4398,1281178
11/4/2021,20.07,22.5385,19.3283,25.7076,1677491
11/3/2021,19.31,22.8705,22.2141,25.9057,984826
11/2/2021,19.45,23.287,20.3318,25.7726,1450045
11/1/2021,19.33,23.7095,20.5198,25.8737,1112049
10/29/2021,20.25,24.261,20.5198,25.8429,2644086
10/28/2021,23.05,24.609,20.5198,25.8837,2099474
10/27/2021,24.04,24.9245,20.5198,26.3259,711223
10/26/2021,22.13,25.1305,21.1651,25.9424,813269
10/25/2021,22.4,25.443,21.4465,25.9596,602065
10/22/2021,22.83,25.4625,21.6307,26.0025,1122317
10/21/2021,22.03,25.373,21.5774,26.0267,1075819
10/20/2021,22.26,25.3305,21.9222,26.5231,1286401
10/19/2021,22.38,25.3645,21.7511,26.2754,1585088
10/18/2021,21.91,25.492,21.3241,26.2398,1253085
10/15/2021,22.2,25.7265,22.0308,26.3436,1328558
10/14/2021,23.37,25.758,21.7142,26.3735,1192562
10/13/2021,25.69,25.646,21.7948,27.0067,1193296
10/12/2021,26.48,25.4415,22.1629,26.8269,1032983
10/11/2021,25.68,25.2665,21.9524,26.8187,1049551
10/8/2021,25.91,25.151,25.2144,26.8328,1117181
10/7/2021,26.71,25.166,25.3082,26.8533,1190718
10/6/2021,27.64,25.0025,24.6109,27.2947,1106520
10/5/2021,27.9,24.8225,24.6402,26.9642,1037846
10/4/2021,30.36,24.582,23.8649,27.1695,1142133
10/1/2021,27.21,24.158,23.5781,27.1739,1570068
9/30/2021,29.36,23.933,23.4863,27.1914,1033271
9/29/2021,28.16,23.567,23.2803,27.5956,879950
9/28/2021,28.38,23.2955,24.2952,27.2148,1234610
9/27/2021,22.79,22.9705,24.1702,27.4461,807750
9/24/2021,21.04,22.8235,24.0654,27.6461,1039023
9/23/2021,21.18,22.841,24.298,27.9442,917661
9/22/2021,22.94,22.8025,24.1053,28.4488,1050709
9/21/2021,24.93,22.696,24.2042,28.3731,945529
9/20/2021,26.6,22.513,23.3677,28.4907,1507251
9/17/2021,22.83,22.352,23.3817,28.5957,1689930
9/16/2021,21.13,22.5,24.7499,28.7378,1128032
9/15/2021,21.6,22.706,24.7024,29.2982,1473289
9/14/2021,22.98,22.832,24.7753,29.0251,1879474
9/13/2021,23.37,22.791,24.3386,29.1399,1527672
9/10/2021,26.21,22.6345,21.0151,29.1427,3106942
9/9/2021,23.44,22.3725,20.761,29.4404,1208196
9/8/2021,24.04,22.1715,20.699,30.0762,1412786
9/7/2021,23.09,21.959,20.3326,30.0969,1784155
9/3/2021,21.88,21.755,20.3701,30.4974,1325165
9/2/2021,22.71,21.6355,20.033,30.884,1621905
9/1/2021,22.04,21.527,19.4461,31.298,1800990
8/31/2021,22.73,21.4755,19.6815,31.4901,1276307
8/30/2021,21.88,21.363,17.5533,31.387,2326018
8/27/2021,19.85,21.2845,17.6669,31.4194,1291461
8/26/2021,21.39,21.34,17.7439,31.4356,979962
8/25/2021,20.41,21.3085,18.9557,31.6942,1314780
8/24/2021,20.81,21.4425,17.8595,31.7614,992651
8/23/2021,21.27,21.7315,17.6987,32.0869,1031881
8/20/2021,23.38,21.9545,18.7469,32.1555,1459753
8/19/2021,25.79,22.072,19.278,32.1301,1801210
8/18/2021,25.25,22.154,16.9046,32.2528,1648484
8/17/2021,24.12,22.269,18.0919,32.055,2019644
8/16/2021,22.16,22.462,18.1124,32.0416,2532843
8/13/2021,20.24,22.8205,18.8768,32.0682,1628943
8/12/2021,20.97,23.1925,18.1597,32.1082,2047318
8/11/2021,19.42,23.5115,19.154,32.4061,824234
8/10/2021,19.79,23.9095,20.1683,32.2533,1036586
8/9/2021,19.01,24.2575,20.6424,32.3009,816660
8/6/2021,19.49,24.63,21.033,32.4389,1325177
8/5/2021,20.54,25.0845,21.5388,32.4388,1283636
8/4/2021,21.01,25.4795,22.3792,32.6397,1053619
8/3/2021,20.48,25.7875,21.3878,32.5519,1301360
8/2/2021,20.31,26.0755,21.5694,32.7479,969488
7/30/2021,20.96,26.291,21.5254,32.8025,1476629
7/29/2021,20.76,26.456,21.4144,32.8588,1105917
7/28/2021,23.09,26.584,21.8871,33.2159,2218329
7/27/2021,26.59,26.522,21.4144,32.7857,1578263
7/26/2021,25.73,26.2595,21.4144,32.8881,1141232
7/23/2021,25.73,25.954,21.4262,33.187,1657464
7/22/2021,27.43,25.6355,21.1842,33.1832,1832928
7/21/2021,27.55,25.26,21.6084,33.7242,1198910
7/20/2021,27.98,24.8955,21.1481,33.2596,1573237
7/19/2021,29.33,24.481,20.0259,33.2034,1823692
7/16/2021,27.68,24.106,19.8999,33.1897,2553688
7/15/2021,27.35,23.7195,19.9681,33.2799,2619834
7/14/2021,27.38,23.419,19.0741,33.7994,3494065
7/13/2021,26.75,23.085,19.7012,33.532,2395044
7/12/2021,26.46,22.748,19.4267,33.5258,1668757
7/9/2021,28.58,22.3705,19.0138,33.522,2761333
7/8/2021,28.44,21.963,17.2197,33.4712,2396908
7/7/2021,27.17,21.599,17.1776,33.9294,3154404
7/6/2021,26.24,21.3055,16.8888,33.4966,2888931
7/2/2021,24.62,21.069,16.8894,33.4966,2789913
7/1/2021,24.26,20.916,16.981,33.4951,1148617
6/30/2021,23.32,20.8345,17.0051,33.969,1199110
6/29/2021,21.85,20.752,16.8113,33.5618,1349163
6/28/2021,21.34,20.766,16.6816,33.6937,1088615
6/25/2021,19.62,20.7705,16.9549,33.7042,1041960
6/24/2021,19.36,20.894,16.7374,33.7279,1269505
6/23/2021,19.92,21.0145,17.0504,34.2226,1267199
6/22/2021,20.26,21.1455,16.7668,33.8246,1611136
6/21/2021,19.69,21.2475,17.5821,33.8673,1083593
6/18/2021,21.83,21.4955,18.2436,33.8665,1389048
6/17/2021,19.95,21.623,18.401,33.8517,1920597
6/16/2021,21.34,21.978,18.4626,34.3691,1597183
6/15/2021,20.7,22.203,18.6569,34.0688,1058567
6/14/2021,20.01,22.4275,17.8256,34.205,1821853
6/11/2021,18.91,22.6745,18.6326,34.4756,1180734
6/10/2021,20.43,23.1695,19.7238,34.5139,1231998
6/9/2021,21.16,23.748,22.4991,35.0935,703890
6/8/2021,21.3,24.033,23.1511,34.6884,1378759
6/7/2021,21.51,24.225,23.2571,34.7632,1002062
6/4/2021,21.56,24.3035,23.1769,34.7432,1678992
6/3/2021,22.63,24.451,23.6772,34.7391,1323499
6/2/2021,21.67,24.5745,25.3418,35.1418,899857
6/1/2021,22.13,24.7825,25.4962,34.7517,928416
5/28/2021,21.43,24.7785,25.8143,34.7547,1089798
5/27/2021,22.09,24.885,25.7043,34.7891,972333
5/26/2021,21.77,24.995,27.4271,35.1924,719858
5/25/2021,22.54,25.321,26.1384,34.8445,693649
5/24/2021,22.3,25.6175,26.2294,34.8431,778177
5/21/2021,24.65,25.9705,25.7792,34.7904,1193671
5/20/2021,24.38,26.2125,25.4067,34.781,1088206
5/19/2021,27.05,26.5725,26.0157,35.1611,824132
5/18/2021,25.84,26.7455,25.0573,34.79,580956
5/17/2021,25.19,27.0385,25.9097,34.9111,687781
5/14/2021,24.95,27.309,26.144,34.929,1239029
5/13/2021,28.81,27.6035,25.6847,34.9634,1404568
5/12/2021,32,27.7265,25.779,35.3466,1219398
5/11/2021,26.86,27.7355,23.9972,34.8815,1167856
5/10/2021,25.14,27.9505,23.6325,34.8622,1016725
5/7/2021,23.08,28.2005,23.4495,34.8591,1400326
5/6/2021,24.51,28.5635,23.8532,34.8536,1368019
5/5/2021,25.1,28.836,24.2654,35.234,1179626
5/4/2021,25.83,29.0435,22.5504,34.7613,1813765
5/3/2021,22.05,29.233,22.6294,34.8293,991075
4/30/2021,23.56,29.6205,22.4093,34.8742,1729629
4/29/2021,24.29,29.9285,22.4093,34.871,2376700
4/28/2021,28.29,30.2635,22.1964,35.3598,1693986
4/27/2021,28.47,30.4385,22.4093,34.8253,691763
4/26/2021,29.36,30.572,22.6985,34.8785,689736
4/23/2021,29.49,30.5655,22.6581,34.908,1544679
4/22/2021,31.58,30.576,23.6352,34.9657,1265845
4/21/2021,30.51,30.503,23.4259,35.583,973244
4/20/2021,31.7,30.4235,24.3269,35.063,1563064
4/19/2021,30.6,30.2665,24.1672,35.1107,1164460
4/16/2021,30.84,30.399,25.5305,35.1282,1412675
4/15/2021,31.27,30.6465,26.0152,35.1552,1531609
4/14/2021,32.18,30.6905,25.5544,35.801,1445180
4/13/2021,31.16,30.635,25.8631,35.2895,1953495
4/12/2021,30.14,30.7275,26.3033,35.3039,1293807
4/9/2021,30.34,30.919,26.06,35.2673,2794074
4/8/2021,29.96,31.0695,26.1509,35.5297,2473733
4/7/2021,29.25,31.3455,27.4759,36.4412,1489204
4/6/2021,29.62,31.599,30.3304,35.969,1163649
4/5/2021,29.8,32.0615,30.6448,35.9747,1568771
4/1/2021,29.72,32.3205,30.9819,36.1785,
3/31/2021,30.99,32.74,31.511,36.2653,1482260
3/30/2021,31.79,32.9715,32.5286,36.7704,1033371
3/29/2021,31.14,33.003,35.0706,36.4162,984693
3/26/2021,29.23,32.975,35.7662,36.6921,1357228
3/25/2021,29.7,33.349,36.887,36.8967,1303208
3/24/2021,30.12,33.7935,36.9647,37.7637,1190726
3/23/2021,28.92,33.9265,40.6128,37.7664,1195185
3/22/2021,28.56,34.15,40.4502,38.2136,1271779
3/19/2021,33.25,34.311,40.5344,38.2587,1773992
3/18/2021,35.79,34.0955,40.1176,38.6687,1523100
3/17/2021,32.15,33.819,39.9103,39.2413,1409070
3/16/2021,31.07,33.6835,39.9639,39.4675,1903590
3/15/2021,33.01,33.5525,39.4363,40.057,1383883
3/12/2021,33.97,33.323,39.2688,40.7171,1331887
3/11/2021,33.35,33.1335,38.7529,40.7932,1332449
3/10/2021,35.48,33.013,38.4699,41.4671,1148111
3/9/2021,34.32,32.784,37.2964,41.6962,1551502
3/8/2021,38.87,32.5535,34.9866,41.7505,1788803
3/5/2021,34.98,32.1445,34.7581,41.7787,2064172
3/4/2021,38.11,32.02,34.2997,41.8821,2014879
3/3/2021,35.62,31.7845,33.6157,42.412,1468217
3/2/2021,32.42,31.705,33.0361,42.6108,1128587
3/1/2021,30.58,31.967,31.8911,43.036,1723309
2/26/2021,36.71,32.6935,33.7325,43.2965,1975225
2/25/2021,38.59,32.9865,32.966,43.2554,1801303
2/24/2021,32.78,33.6695,30.1742,43.6996,1305078
2/23/2021,33.39,34.4355,30.0963,43.6839,2332449
2/22/2021,31.78,35.126,29.2357,43.6673,1521696
2/19/2021,28.94,35.6915,29.4789,43.6671,1814839
2/18/2021,30.26,36.3685,29.1419,43.6472,1781424
2/17/2021,29.44,36.867,29.9761,43.998,1945078
2/16/2021,28.45,37.314,29.0333,43.7193,1350690
2/12/2021,28.42,38.028,30.02,43.7196,1339806
2/11/2021,30.18,38.773,30.0312,43.737,1122350
2/10/2021,30.94,39.3735,30.4558,44.002,1233066
2/9/2021,30.9,39.965,32.4746,43.7788,903634
2/8/2021,29.71,40.5715,32.6637,43.7786,1052031
2/5/2021,30.69,41.109,34.3972,43.7797,1613493
2/4/2021,32.49,41.5945,33.9657,43.7749,1555909
2/3/2021,33.4,42.06,33.6399,44.0848,1207142
2/2/2021,34.03,42.379,34.8034,43.9144,1194692
2/1/2021,37.66,42.726,35.2685,44.0603,1578664
1/29/2021,45.11,42.859,33.8641,43.9744,3412993
1/28/2021,42.57,42.546,33.8641,43.9726,2842456
1/27/2021,52.25,42.3185,33.8641,43.9718,1872122
1/26/2021,48.1,41.6245,33.8641,43.9759,1122425
1/25/2021,47.2,41.0595,31.0955,43.7928,2589978
1/22/2021,43.09,40.484,31.9539,43.752,2722157
1/21/2021,42.48,40.1825,31.9389,43.6815,2519089
1/20/2021,40.23,39.889,31.0425,43.9579,1745785
1/19/2021,38.38,39.664,31.0948,43.605,1095898
1/15/2021,42.73,39.4275,30.8484,43.5939,1787678
1/14/2021,43.32,38.9605,32.9541,43.589,1241796
1/13/2021,42.19,38.522,32.5337,43.9318,1445702
1/12/2021,42.77,38.072,32.4423,43.5841,1347578
1/11/2021,43.03,37.6565,32.2377,43.53,1156560
1/8/2021,40.46,37.1795,32.8513,43.5374,1777534
1/7/2021,40.4,36.8495,31.9002,43.5076,1672066
1/6/2021,41.8,36.409,30.539,43.7819,2085258
1/5/2021,39.78,35.8955,30.1561,43.4452,1081850
1/4/2021,40.97,35.449,28.1961,43.3385,1940885
12/31/2020,40.32,34.9445,28.2781,43.3545,1620989
12/30/2020,38.85,34.5445,28.9367,43.3572,1573773
12/29/2020,38.02,34.181,28.6716,43.6824,2039197
12/28/2020,38.37,33.841,27.4145,43.2599,2423643
12/24/2020,36.8,33.398,27.2906,43.2812,1518575
12/23/2020,35.69,33.042,27.5492,43.2778,1463483
12/22/2020,37.06,32.719,27.3453,43.5609,3864216
12/21/2020,36.61,32.3985,26.0243,43.1196,1946264
12/18/2020,35.73,32.053,25.6913,43.0995,1991803
12/17/2020,33.65,31.739,25.602,43.0962,1603336
12/16/2020,33.39,31.541,25.5544,43.4749,1695098
12/15/2020,34.55,31.3415,22.799,42.9474,3345702
12/14/2020,33.19,31.0605,23.0236,42.9575,1017360
12/11/2020,34.46,30.93,22.7573,42.9607,1551595
12/10/2020,33.49,30.854,22.9779,42.9178,1272852
12/9/2020,33.86,30.751,22.6561,43.2638,2038750
12/8/2020,31.59,30.772,25.6784,42.8782,1160341
12/7/2020,31.53,30.8605,26.3249,42.8831,1240939
12/4/2020,30.85,30.918,28.0262,42.8869,1358533
12/3/2020,30.88,31.1575,30.4536,42.8871,1251633
12/2/2020,32.32,31.4275,30.4747,43.3389,1281689
12/1/2020,31.58,31.782,30.1846,42.9086,2408911
11/30/2020,31.22,32.286,29.5175,42.8644,2639355
11/27/2020,29.51,32.9015,30.425,42.8669,934298
11/25/2020,29.68,33.729,30.614,42.8672,1199802
11/24/2020,29.23,34.747,36.0186,43.2604,1565221
11/23/2020,30.65,35.485,29.5284,42.7789,1943042
11/20/2020,29.7,36.231,29.7891,42.7746,1174461
11/19/2020,29.45,36.938,31.6895,42.7772,1123393
11/18/2020,29.69,37.6975,36.0645,43.1751,1035912
11/17/2020,29.4,38.447,33.2034,42.7751,902919
11/16/2020,28.93,39.184,33.5441,42.767,1167230
11/13/2020,30.58,39.9995,35.0838,42.7591,1250821
11/12/2020,32.94,40.7035,38.2318,42.7661,1347699
11/11/2020,31.43,41.3215,38.6499,43.1146,1247616
11/10/2020,34.28,41.9815,37.3532,42.6937,1565514
11/9/2020,33.36,42.569,35.5497,42.5367,1843238
11/6/2020,32.68,43.1925,35.6782,42.5026,1755567
11/5/2020,35.64,43.87,35.367,42.4125,2155381
11/4/2020,36.28,44.47,37.862,42.6864,1522590
11/3/2020,39.41,45.0565,35.6681,42.247,1050943
11/2/2020,41.66,45.598,35.6766,42.2851,1203863
10/30/2020,43.53,45.788,35.6766,42.2498,2774036
10/29/2020,46.06,46.0475,35.6766,42.2451,1835074
10/28/2020,50.04,45.998,35.6766,42.3279,1328827
10/27/2020,43.99,45.633,35.529,42.2203,997584
10/26/2020,45.57,45.6695,35.4701,42.1817,1122713
10/23/2020,43.84,45.601,37.2814,42.1768,1542711
10/22/2020,44.64,45.663,38.5596,42.16,1372791
10/21/2020,44.68,45.858,40.9288,42.2546,997516
10/20/2020,44.14,46.0975,41.718,42.1399,1422585
10/19/2020,45.24,46.205,45.3744,42.0072,1492511
10/16/2020,44.66,46.3925,46.1322,41.9706,2004732
10/15/2020,45.3,46.5525,46.4708,41.9147,1647935
10/14/2020,44.63,46.6655,47.0861,42.0029,2126760
10/13/2020,46.03,46.756,47.3762,41.7605,3776371
10/12/2020,45.83,46.6555,45.6357,41.5146,3947336
10/9/2020,46.23,46.588,46.379,41.4993,1642455
10/8/2020,47.64,46.647,50.2505,41.4996,1265717
10/7/2020,48.01,46.8355,52.0191,41.622,1059945
10/6/2020,50.24,46.9555,55.9268,41.4524,2029489
10/5/2020,45.46,47.3175,59.6653,41.436,1227986
10/2/2020,48.72,48.0475,61.9968,41.2832,2064788
10/1/2020,45.07,48.697,64.4183,41.2922,1388039
9/30/2020,42.74,49.243,65.0277,41.4181,1758707
9/29/2020,44.72,49.619,68.7419,41.2983,1007795
9/28/2020,44.2,49.916,68.4315,41.253,1516431
9/25/2020,45.08,50.1975,67.5571,41.0896,2271940
9/24/2020,48.54,50.6095,66.7194,40.9599,1958726
9/23/2020,49.47,50.839,65.2363,40.9049,1808038
9/22/2020,46.29,50.6165,66.0906,40.6481,1981261
9/21/2020,48.99,50.6855,64.1422,40.0923,2303340
9/18/2020,47.86,50.4195,63.6776,39.9659,3092546
9/17/2020,47.56,49.759,63.0032,39.8641,2485561
9/16/2020,46.44,49.0495,62.2959,39.9563,1888388
9/15/2020,44.02,48.385,61.2303,39.5863,2712215
9/14/2020,44.48,47.9275,60.7895,39.5327,1866400
9/11/2020,47.41,47.502,60.183,39.4316,3259637
9/10/2020,51.41,46.909,57.2098,38.9857,2615998
9/9/2020,50.41,46.0695,55.9697,38.9714,2241659
9/8/2020,57.48,45.429,51.8761,38.0862,2987017
9/4/2020,60.06,44.402,47.3487,37.2967,5153556
9/3/2020,61.71,43.2115,43.6648,36.6937,3747186
9/2/2020,55.99,41.8575,39.5187,36.532,2985052
9/1/2020,50.26,40.676,38.1567,36.08,3011401
8/31/2020,50.66,39.894,33.734,35.3163,3197597
8/28/2020,49.83,39.1815,33.7654,35.3318,1210440
8/27/2020,53.32,38.356,33.7681,35.3008,1087800
8/26/2020,53.13,37.34,39.1879,35.6617,988291
8/25/2020,45.02,36.273,37.8317,35.3441,951318
8/24/2020,47.67,35.6395,35.1091,35.2779,1707633
8/21/2020,43.67,34.869,32.7533,34.9749,2879539
8/20/2020,34.65,34.39,32.6359,34.9218,937770
8/19/2020,33.37,34.5205,37.427,35.2747,930874
8/18/2020,33.15,34.5335,32.64,34.979,611402
8/17/2020,34.87,34.663,33.5162,34.9906,586303
8/14/2020,35.97,34.64,34.1917,34.988,1260023
8/13/2020,35.55,34.737,36.1935,35.0827,1416935
8/12/2020,34.62,35.059,38.2384,35.5526,935453
8/11/2020,37.6,35.373,34.5712,35.1361,817657
8/10/2020,36.94,35.5115,34.3155,35.0917,1091530
8/7/2020,36.25,35.653,33.9131,35.0778,1413966
8/6/2020,34.63,35.695,33.0433,34.9956,2540883
8/5/2020,32.36,35.816,38.5579,35.3808,670141
8/4/2020,34.62,35.9295,33.1914,35.2863,865366
8/3/2020,36.41,35.887,32.1299,35.2281,1437285
7/31/2020,33.32,35.616,32.1299,35.0102,2489632
7/30/2020,33,35.551,32.1299,35.0928,675773
7/29/2020,31.79,35.591,32.1299,35.3095,370932
7/28/2020,32.35,35.672,32.7502,35.1514,325134
7/27/2020,32.26,35.7835,33.8578,35.1218,442774
7/24/2020,34.09,35.9745,32.2346,34.9665,1197343
7/23/2020,37.26,35.9485,29.3002,34.6648,1230339
7/22/2020,33.63,35.788,29.9263,34.8371,394375
7/21/2020,35.74,35.681,29.9165,34.627,553110
7/20/2020,34.41,35.4055,30.0268,34.6062,540497
7/17/2020,37.91,35.2675,29.9935,34.6057,612035
7/16/2020,41.99,34.9335,29.8635,34.5928,669766
7/15/2020,40.9,34.424,29.7938,34.6767,945315
7/14/2020,40.37,33.9805,30.4048,34.4054,856483
7/13/2020,39.77,33.576,30.0811,34.1663,1351886
7/10/2020,37.09,33.295,33.0956,34.1634,594919
7/9/2020,37.05,33.2145,33.4223,34.1486,749460
7/8/2020,34.63,32.77,34.9934,34.3322,707190
7/7/2020,33.77,32.354,35.0251,34.162,590936
7/6/2020,30.99,31.872,35.3911,34.1173,695089
7/2/2020,32.02,31.517,35.1105,34.0933,771200
7/1/2020,33.8,31.145,35.1068,34.0928,554191
6/30/2020,33.41,30.64,34.9856,34.4076,563148
6/29/2020,34.58,30.1935,34.4211,34.1449,561010
6/26/2020,36.08,29.7425,32.9714,34.0025,1052218
6/25/2020,33.57,29.2385,33.3805,34.0191,818660
6/24/2020,34.05,28.8905,33.0928,34.2232,1061111
6/23/2020,31.49,28.5135,33.2075,33.9656,1512583
6/22/2020,30.23,28.2635,32.4715,33.8984,751522
6/19/2020,31.65,28.1035,31.6655,33.8492,1275859
6/18/2020,31.23,27.9785,31.9278,33.8513,552534
6/17/2020,31.8,27.797,31.9743,34.0987,687485
6/16/2020,32.03,27.665,31.4255,33.7867,936161
6/15/2020,32.28,27.4435,31.3537,33.6739,630643
6/12/2020,34.15,27.422,29.5627,33.469,1399132
6/11/2020,35.48,27.3275,27.1169,33.1669,1318906
6/10/2020,28.16,27.1975,27.1843,33.3922,1162523
6/9/2020,26.31,27.2395,25.7899,32.9574,1220362
6/8/2020,24.13,27.317,26.1203,33.0041,545996
6/5/2020,23.89,27.4545,24.9561,32.923,1107536
6/4/2020,24.58,27.6685,25.174,33.064,461671
6/3/2020,23.7,27.925,25.5264,33.439,456592
6/2/2020,24.48,28.245,25.8667,33.2495,349610
6/1/2020,25.56,28.6435,26.9094,33.256,363308
5/29/2020,26,29.05,26.9809,33.2528,651802
5/28/2020,26.61,29.605,27.1964,33.2359,724380
5/27/2020,26.51,29.9935,29.9008,33.4827,561852
5/26/2020,26.49,30.5785,28.0161,33.1826,632763
5/22/2020,27.03,31.0215,29.358,33.2261,524785
5/21/2020,29.15,31.571,29.8688,33.2505,531539
5/20/2020,27.6,32.278,31.2887,33.5017,550352
5/19/2020,29.16,33.1055,30.5624,33.4201,490857
5/18/2020,27.6,33.9815,30.68,33.433,628696
5/15/2020,31.85,34.787,31.3714,33.3026,934887
5/14/2020,32.26,35.2555,31.376,33.3603,805920
5/13/2020,32.88,35.7165,31.1166,33.5482,969541
5/12/2020,29,36.1625,30.6399,33.7894,846363
5/11/2020,27.86,36.699,32.9836,33.7759,771249
5/8/2020,26.88,37.369,37.5048,33.8015,935530
5/7/2020,28.17,38.2065,37.7203,33.8103,860384
5/6/2020,29.71,38.997,35.4523,34.0737,654851
5/5/2020,30.1,39.9576,40.1473,34.13,710664
5/4/2020,32.45,40.7605,41.0892,34.112,501488
5/1/2020,33.69,41.981,41.0648,34.03,1369239
4/30/2020,37.1,43.2122,41.1524,34.1264,833656
4/29/2020,34.38,44.5479,41.1428,34.4744,448063
4/28/2020,38.21,45.5712,40.8042,34.0912,289609
4/27/2020,35.35,46.5907,41.9773,34.0844,354288
4/24/2020,38.02,48.0818,43.9821,34.0255,680241
4/23/2020,43.29,49.1825,45.4498,33.9696,648340
4/22/2020,44.15,50.3786,48.64,34.2274,445759
4/21/2020,46.68,51.1638,51.1052,33.8119,650907
4/20/2020,43.71,52.1441,54.1904,33.7725,401458
4/17/2020,41.22,53.8924,54.1794,33.7623,1097534
4/16/2020,41.48,55.7606,57.2012,33.7475,628851
4/15/2020,41.8,57.8143,58.4629,34.0107,540046
4/14/2020,39.73,59.6711,60.1338,33.4963,970617
4/13/2020,41.26,62.185,62.7156,33.4564,493471
4/9/2020,43.63,62.9859,65.3132,33.4376,734487
4/8/2020,43.98,64.6161,65.9189,33.4161,581912
4/7/2020,48.923,65.4081,66.3147,33.4838,767422
4/6/2020,46.157,65.6161,65.6558,32.5287,687375
4/3/2020,56.86,66.3086,67.0775,32.4993,656533
4/2/2020,58.314,65.8847,67.3569,32.4529,559961
4/1/2020,63.813,65.233,66.8508,32.6151,577302
3/31/2020,54.846,63.8252,67.8744,32.0673,532947
3/30/2020,58.601,63.2026,69.9695,32.0115,415065
3/27/2020,65.172,62.0822,71.4261,31.8463,772712
3/26/2020,60.034,61.3451,71.4441,31.486,660930
3/25/2020,67.212,60.5832,70.4966,31.8159,794136
3/24/2020,59.854,58.9498,68.5948,30.7108,766103
3/23/2020,66.285,57.7993,67.9918,30.2454,852795
3/20/2020,78.677,56.1611,64.4179,29.6316,838438
